CD_PROGRAMA_IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;AN_BASE_PRODUCAO;ID_ADD_PRODUCAO_INTELECTUAL;ID_TIPO_PRODUCAO;ID_SUBTIPO_PRODUCAO;DS_NATUREZA;NM_AUTOR_TRADUZIDO;NM_TITULO;DS_IDIOMA;DS_IDIOMA_TRADUCAO;NM_EDITORA_TRADUCAO;NM_CIDADE;NM_PAIS;NR_EDICAO;NR_PAGINAS;NR_VOLUME;DS_FASCICULO;NR_SERIE;DS_ISBN;DS_DIVULGACAO;DS_URL;DS_OBSERVACOES;IN_GLOSA
33002010104P0;LETRAS (LINGUA, LITERATURA E CULTURA ITALIANAS);USP;UNIVERSIDADE DE SAO PAULO;2017;22388970;2;21;OUTRA;GIACOMO LEOPARDI;CANTI: XXXVII;ITALIANO;PORTUGUES;APPUNTI LEOPARDIANI;FLORIANOPOLIS;BRASIL;1;2;12;-;-;21796106;MEIO MAGNETICO;HTTP://WWW.APPUNTILEOPARDIANI.CCE.UFSC.BR/EDITION12/TRADUCOES/XXXVII-OUVE-MELISSO-GIACOMO-LEOPARDI.PHP;-;0
33002010104P0;LETRAS (LINGUA, LITERATURA E CULTURA ITALIANAS);USP;UNIVERSIDADE DE SAO PAULO;2017;22389030;2;21;OUTRA;PENNA, GIUDICI, BANDINI, CAPRONI, RONDONI E FRENE;POESIE;ITALIANO;PORTUGUES;MODO DE USAR;SAO PAULO;BRASIL;1;1;-;-;-;-;HIPERTEXTO;HTTP://REVISTAMODODEUSAR.BLOGSPOT.COM.BR/2017/11/MODO-5-SEIS-POEMAS-DE-SEIS-ITALIANOS.HTML;-;0
33002010104P0;LETRAS (LINGUA, LITERATURA E CULTURA ITALIANAS);USP;UNIVERSIDADE DE SAO PAULO;2017;22389034;2;21;LIVRO;GIAMPIERO NERI;VOZES: CINCO DECADAS DE POESIA ITALIANA;ITALIANO;PORTUGUES;COMUNITA;NITEROI;BRASIL;-;468;-;-;-;9788598111308.0000;IMPRESSO;-;O LIVRO CONTEM 468 PAGINAS, MAS A ENTREVISTA TRADUZIDA, APENAS 3.;0
33002010104P0;LETRAS (LINGUA, LITERATURA E CULTURA ITALIANAS);USP;UNIVERSIDADE DE SAO PAULO;2017;22389072;2;21;ARTIGO;MAYSA S. PENNA;UM OLHAR ADIANTE;PORTUGUES;ITALIANO;ACCADEMIA DEGLI EUTELETI DELLA CITTA DI SAN MINIATO;SAN MINIATO;ITALIA;-;3;-;-;-;-;IMPRESSO;-;MOSTRA E CATALOGO. CATALOGO 9/2017. ISSN 2281-521X, N 83.;0
33002010104P0;LETRAS (LINGUA, LITERATURA E CULTURA ITALIANAS);USP;UNIVERSIDADE DE SAO PAULO;2017;22389085;2;21;LIVRO;EUGENIO DE SIGNORIBUS;VOZES: CINCO DECADAS DE POESIA ITALIANA;ITALIANO;PORTUGUES;COMUNITA;NITEROI;BRASIL;-;468;-;-;-;9788598111308.0000;IMPRESSO;-;O LIVRO CONTEM 468 PAGINAS, MAS A ENTREVISTA TRADUZIDA, APENAS 3.;0
42039010006P3;ENSINO DE HUMANIDADES E LINGUAGENS;UNIFRA;CENTRO UNIVERSITARIO FRANCISCANO;2017;22389771;2;21;ARTIGO;DANIEL CALLAHAN;BIOETHICS AS A DISCIPLINE;INGLES;PORTUGUES;CENTRO UNIVERSITARIO FRANCISCANO;SANTA MARIA, RS;BRASIL;19;10;10;1;1;1982-2103;MEIO DIGITAL;HTTP://PERIODICOS.UNIFRA.BR/INDEX.PHP/THAUMAZEIN/ARTICLE/VIEW/1975/PDF_1;-;0
42039010006P3;ENSINO DE HUMANIDADES E LINGUAGENS;UNIFRA;CENTRO UNIVERSITARIO FRANCISCANO;2017;22390714;2;21;ARTIGO;STEPHEN TOULMIN;HOW MEDICINE SAVED THE LIFE OF ETHICS;INGLES;PORTUGUES;CENTRO UNIVERSITARIO FRANCISCANO;SANTA MARIA, RS;BRASIL;19;13;10;1;1;1982-2103;MEIO DIGITAL;HTTP://PERIODICOS.UNIFRA.BR/INDEX.PHP/THAUMAZEIN/ARTICLE/VIEW/1976/PDF_1;-;0
33002010113P9;LETRAS (LINGUA ESPANHOLA E LIT. ESPANHOLA E HISPANO-AMERIC.);USP;UNIVERSIDADE DE SAO PAULO;2017;22391954;2;21;OUTRA;BERNARDO CARVALHO;QUARTO ESCURO;PORTUGUES;ESPANHOL;NORMAL. REVISTA DE CREACION CONTEMPORANEA;MADRID;ESPANHA;-;10;4;-;-;-;IMPRESSO;-;ISSN 2530-2728;0
33002010113P9;LETRAS (LINGUA ESPANHOLA E LIT. ESPANHOLA E HISPANO-AMERIC.);USP;UNIVERSIDADE DE SAO PAULO;2017;22391992;2;21;LIVRO;ANTONIO BUERO VALLEJO;GUSTAVE DORE: ESTUDIO CRITICO-BIOGRAFICO;ESPANHOL;PORTUGUES;NOIR;SAO PAULO;BRASIL;1;185;-;-;-;-;OUTRO;HTTPS://WWW.EDITORANOIR.COM/;-;0
33002010113P9;LETRAS (LINGUA ESPANHOLA E LIT. ESPANHOLA E HISPANO-AMERIC.);USP;UNIVERSIDADE DE SAO PAULO;2017;22392016;2;21;OUTRA;NARA MANSUR CAO;REGIMEN DE AFECTOS. TRES POEMAS.;ESPANHOL;PORTUGUES;SELO DEMONIO NEGRO;SAO PAULO;BRASIL;1;11;-;-;-;978-85-66423-;IMPRESSO;-;-;0
23001011172P0;EDUCACAO, TRABALHO E INOVACAO EM MEDICINA;UFRN;UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;2017;22401276;2;21;LIVRO;"HUGH BARR, HELENA LOW E CAIPE";INTRODUCING INTERPROFESSIONAL EDUCATION;INGLES;PORTUGUES;MINISTERIO DA SAUDE;BRASILIA-DF;BRASIL;-;-;-;-;-;9780957138216;IMPRESSO;-;-;0
31003010038P1;ESTUDOS CONTEMPORANEOS DAS ARTES;UFF;UNIVERSIDADE FEDERAL FLUMINENSE;2017;22404456;2;21;LIVRO;SAM AARON;SONIC PI TURORIAL;INGLES;PORTUGUES;PAMPHONOS;RIO DE JANEIRO;BRASIL;1;213;1;-;-;-;MEIO DIGITAL;HTTP://WWW.GIULIANOBICI.COM/SITE/TUTORIAL_FILES/SONICPI-TUTORIAL-PT-BR.PDF;-;0
31004016040P9;POLITICAS PUBLICAS E FORMACAO HUMANA;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;2017;22410290;2;21;ARTIGO;RENE LOURAU;LA CRITIQUE DU SYMBOLIQUE CHEZ FERNAND DELIGNY;FRANCES;PORTUGUES;REVISTA MNEMOSINE, UERJ;RIO DE JANEIRO;BRASIL;-;12;13;-;-;18098894;MEIO DIGITAL;-;-;0
31004016040P9;POLITICAS PUBLICAS E FORMACAO HUMANA;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;2017;22410844;2;21;ARTIGO;MATHIEU POTTE-BONNEVILLE;MICHEL FOUCAULT STOCIEN?;FRANCES;PORTUGUES;UERJ, REVISTA MNEMOSINE;RIO DE JANEIRO;BRASIL;-;3;14;2;-;18098894;MEIO DIGITAL;WWW.MNEMOSINE.COM.BR;-;0
31004016040P9;POLITICAS PUBLICAS E FORMACAO HUMANA;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;2017;22411170;2;21;ARTIGO;MAURIZIO LAZZARATO ET TATIANA ROQUE;RUPTURES SUBJECTIVES ET INVESTISSEMENTS POLITIQUES: JUIN 2013 AU BRESIL ET QUESTIONS DE CONTINUITE;FRANCES;PORTUGUES;UERJ, REVISTA MNEMOSINE;RIO DE JANEIRO;BRASIL;-;16;14;2;-;18098894;MEIO DIGITAL;WWW.MNEMOSINE.COM.BR;-;0
31005012007P8;TEOLOGIA;PUC-RIO;PONTIFICIA UNIVERSIDADE CATOLICA DO RIO DE JANEIRO;2017;22418489;2;21;LIVRO;PROFETAS ANTIGO TESTAMENTO;BIBLIA SAGRADA;HEBRAICO;PORTUGUES;CNBB;BRASILIA;BRASIL;-;-;-;-;-;-;IMPRESSO;-;-;0
26001012082P0;ANTROPOLOGIA SOCIAL;UFAL;UNIVERSIDADE FEDERAL DE ALAGOAS;2017;22419734;2;21;ARTIGO;DAVID LE BRETON;ANTHROPOLOGIE DU VISAGE: FRAGMENTS;FRANCES;PORTUGUES;UNIVERSIDADE FEDERAL DA PARAIBA;JOAO PESSOA;BRASIL;47;17;-;-;-;1517-5901;MEIO DIGITAL;HTTP://PERIODICOS.UFPB.BR/OJS/INDEX.PHP/POLITICAETRABALHO/ARTICLE/VIEW/36708/19530;-;0
52001016107P6;DIREITO E POLITICAS PUBLICAS;UFG;UNIVERSIDADE FEDERAL DE GOIAS;2017;22433754;2;21;ARTIGO;ORGANISATION FOR ECONOMIC CO-OPERATING AND DEVELOPMENT;PROTECTING CONSUMERS IN PEER PLATFORM MARKETS: EXPLORING THE ISSUES;INGLES;PORTUGUES;REVISTA DOS TRIBUNAIS;SAO PAULO;BRASIL;-;42;-;-;-;-;VARIOS;-;-;0
33006016011P7;GESTAO DE REDES DE TELECOMUNICACOES;PUCCAMP;PONTIFICIA UNIVERSIDADE CATOLICA DE CAMPINAS;2017;22435409;2;21;OUTRA;TM FORUM;API PROGRAM - OPEN API MAP;INGLES;PORTUGUES;TM FORUM;SAO PAULO;BRASIL;-;-;-;-;-;-;MEIO DIGITAL;(HTTPS://WWW.PUC-CAMPINAS.EDU.BR/PROPESQ/NUCLEO-DE-INOVACAO-TECNOLOGICA/);-;0
42003016031P4;FILOSOFIA;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;2017;22435976;2;21;ARTIGO;PATRICK WOTLING;BEFEHLEN UND GEHORCHEN. LA REALITE COMME JEU DE COMMANDEMENT ET D?OBEISSANCE SELON NIETZSCHE;FRANCES;PORTUGUES;EDITOR ZOUK;PORTO ALEGRE;BRASIL;1;20;1;1;1;9788580490503;IMPRESSO;-;-;0
42003016031P4;FILOSOFIA;UFPEL;UNIVERSIDADE FEDERAL DE PELOTAS;2017;22436057;2;21;ARTIGO;HEINER KLEMME;MORALISCHE NOTWENDIGKEIT UND VERBINDLICHKEIT: KANTS BEGRIFF DES MORALISCHEN GESETZES IM KONTEXT;ALEMAO;PORTUGUES;NEFPIL;PELOTAS;BRASIL;1;21;1;1;-;9788567332475;MEIO DIGITAL;HTTP://NEPFIL.UFPEL.EDU.BR/PUBLICACOES/1-SOBRE-NORMATIVIDADE-E-RACIONALIDADE-PRATICA.PDF;-;0
31004016051P0;EDUCACAO, CULTURA E COMUNICACAO;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;2017;22438623;2;21;OUTRA;ANDREAS JOHNSEN;MAN OOMAN;INGLES;PORTUGUES;ROSFORTH;COPENHAGUE;BRASIL;-;-;-;-;-;-;MEIO DIGITAL;-;-;0
31004016051P0;EDUCACAO, CULTURA E COMUNICACAO;UERJ;UNIVERSIDADE DO ESTADO DO RIO DE JANEIRO;2017;22438638;2;21;LIVRO;KATHLEEN STASSEN BERGER;THE DEVELOPING PERSON THROUGH THE LIFE LIFE SPAN;INGLES;PORTUGUES;LTC;RIO DE JANEIRO;BRASIL;9;585;-;-;-;978852163423;IMPRESSO;-;-;0
32032013002P5;LETRAS;CES/JF;CENTRO DE ENSINO SUPERIOR DE JUIZ DE FORA;2017;22442470;2;21;LIVRO;GILBERTO MENDONCA TELES;OS ALIBIS DO AMOR: POEMAS SELECIONADOS DE GILBERTO MENDONCA TELES;PORTUGUES;INGLES;EDITAR;JUIZ DE FORA;BRASIL;1;260;1;1;1;9788578511630;IMPRESSO;HTTPS://WWW.CESJF.BR/CURSOS/POS-GRADUACAO/MESTRADO-EM-LETRAS.HTML;-;0
25001019094P5;FILOSOFIA;UFPE;UNIVERSIDADE FEDERAL DE PERNAMBUCO;2017;22444246;2;21;LIVRO;AGOSTINO, TRAP;S. AGOSTINO: L? UOMO, IL PASTORE, IL MISTICO.;ITALIANO;PORTUGUES;CULTOR DE LIVROS/SCRIPTA PUBLICACOES;CURITIBA;BRASIL;1;536;1;1;1;9788566613032;IMPRESSO;-;-;0
33072019003P1;ARQUITETURA E URBANISMO;USJT;UNIVERSIDADE SAO JUDAS TADEU;2017;22444702;2;21;ARTIGO;MARILYS NEPOMECHIE E ERIC GOLDEMBERG;THE RADICAL HIVE: EXPERIMENTS IN SOCIAL HOUSING AND URBANISM IN LATIN AMERICA;INGLES;PORTUGUES;USJT;SAO PAULO;BRASIL;1;8;20;-;-;1984-5766;MEIO DIGITAL;[HTTP://WWW.USJT.BR/ARQ.URB/NUMERO-20/6-MARILYS-ERIC-EN.PDF];"ESTE TEXTO FAZ PARTE DOS ARTIGOS PUBLICADOS NA REVISTA ELETRONICA ARQ.URB, N.20, UM NUMERO ESPECIAL, BILINGUE, SOBRE O TEMA ""CURADORIA DE EXPOSICOES DE ARQUITETURA E URBANISMO"".";0
33072019003P1;ARQUITETURA E URBANISMO;USJT;UNIVERSIDADE SAO JUDAS TADEU;2017;22445741;2;21;ARTIGO;FRANCESCO MAGGIORE;ABRAHAM, BALDEWEG, COENEN, FEHN, HOLL, SIZA, TESTA: SETTE MAESTRI PER UNA SOLA GALLERIA. UNA SELEZIONE DI MOSTRE DI ARCHITETTURA PRESENTATE A MILANO DA A.A.M. ARCHITETTURA ARTE MODERNA;ITALIANO;PORTUGUES;PGAUR/USJT;SAO PAULO;BRASIL;20;12;20;-;-;1845766;MEIO DIGITAL;[HTTP://WWW.USJT.BR/ARQ.URB/NUMERO-20/8-FRANCESCO-MAGGIORE-PT.PDF];"ESTE TEXTO FAZ PARTE DOS ARTIGOS PUBLICADOS NA REVISTA ELETRONICA ARQ.URB, N.20, UM NUMERO ESPECIAL, BILINGUE, SOBRE O TEMA ""CURADORIA DE EXPOSICOES DE ARQUITETURA E URBANISMO"".";0
33072019003P1;ARQUITETURA E URBANISMO;USJT;UNIVERSIDADE SAO JUDAS TADEU;2017;22445896;2;21;ARTIGO;PEDRO AZARA;EXPOSICION: DE LA IDEA AL CLAVO (TODO LO QUE QUERRIA SABER SOBRE EXPOSICIONES Y NO SE ATREVIA A PREGUNTAR);ESPANHOL;PORTUGUES;USJT;SAO PAULO;BRASIL;-;13;20;-;-;1984-5766;MEIO DIGITAL;[HTTP://WWW.USJT.BR/ARQ.URB/NUMERO-20/9-PEDRO-AZARA-PT.PDF];"ESTE TEXTO FAZ PARTE DOS ARTIGOS PUBLICADOS NA REVISTA ELETRONICA ARQ.URB, N.20, UM NUMERO ESPECIAL, BILINGUE, SOBRE O TEMA ""CURADORIA DE EXPOSICOES DE ARQUITETURA E URBANISMO"".";0
33072019003P1;ARQUITETURA E URBANISMO;USJT;UNIVERSIDADE SAO JUDAS TADEU;2017;22445972;2;21;ARTIGO;VICTORIA WILSON;CIRCLING THE SQUARE: MIES VAN DER ROHE AND JAMES STIRLING;INGLES;PORTUGUES;USJT;SAO PAULO;BRASIL;-;22;-;-;-;1984-5766;MEIO DIGITAL;[HTTP://WWW.USJT.BR/ARQ.URB/NUMERO-20/7-VICTORIA-WILSON-PT.PDF];"ESTE TEXTO FAZ PARTE DOS ARTIGOS PUBLICADOS NA REVISTA ELETRONICA ARQ.URB, N.20, UM NUMERO ESPECIAL, BILINGUE, SOBRE O TEMA ""CURADORIA DE EXPOSICOES DE ARQUITETURA E URBANISMO"".";0
33004153015P2;LETRAS;UNESP-SJRP;UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO ( SAO JOSE DO RIO PRETO );2017;22448001;2;21;LIVRO;SCOTTBERGSTROM;CRUELTY;INGLES;PORTUGUES;SEGUINTE;SAO PAULO;BRASIL;1;375;-;-;-;9788555340390;IMPRESSO;-;-;0
33004153015P2;LETRAS;UNESP-SJRP;UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO ( SAO JOSE DO RIO PRETO );2017;22448044;2;21;LIVRO;DAVID ROAS;HORRORES COTIDIANOS Y DISTORSIONES;ESPANHOL;PORTUGUES;EDITORA DA UNIVERSIDADE FEDERAL DE SAO CARLOS - EDUFSCAR;SAO CARLOS;BRASIL;1;64;1;-;-;9788576004769;IMPRESSO;-;-;0
33004153015P2;LETRAS;UNESP-SJRP;UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO ( SAO JOSE DO RIO PRETO );2017;22448130;2;21;LIVRO;LYNN WEINGARTEN;SUICIDE NOTES FROM BEAUTIFUL GIRLS;INGLES;PORTUGUES;PLATAFORMA21;SAO PAULO;BRASIL;1;325;-;-;-;9788592783167;VARIOS;-;-;0
32006012026P1;ARTES;UFU;UNIVERSIDADE FEDERAL DE UBERLANDIA;2017;22448416;2;21;ARTIGO;TERRY SMITH;CONTEMPORARY ART: WORLD CURRENTS IN TRANSITION BEYOND GLOBALIZATION;INGLES;PORTUGUES;UFMG;BELO HORIZONTE;BRASIL;-;17;7;13;-;1982-9507;VARIOS;HTTPS://EBA.UFMG.BR/REVISTAPOS/INDEX.PHP/POS/ARTICLE/VIEW/579;-;0
15001016158P5;CIENCIA DA INFORMACAO;UFPA;UNIVERSIDADE FEDERAL DO PARA;2017;22449918;2;21;OUTRA;MICHAEL BUCKLAND;THE NATURE OF INFORMATION SCIENCE AND WHY IT IS IMPORTANT FOR SOCIETY;BRETAO;INGLES;PENDENTE;BELEM;BRASIL;-;-;-;-;-;-;IMPRESSO;-;-;0
40001016067P0;PSICOLOGIA;UFPR;UNIVERSIDADE FEDERAL DO PARANA;2017;22450832;2;21;ARTIGO;EDMUND HUSSERL;L'ENFANT. LA PREMIRE EINFHLUNG [DAS KIND. DIE ERSTE EINFHLUNG];FRANCES;PORTUGUES;REVISTA DA ABORDAGEM GESTALTICA;GOIANIA;BRASIL;-;3;XXIII;3;-;1984-3542;MEIO DIGITAL;-;-;0
33078017007P5;LINGISTICA;UNICSUL;UNIVERSIDADE CRUZEIRO DO SUL;2017;22452955;2;21;ARTIGO;KERBRAT-ORECCHIONI, CATHERINE;APPROCHE INTERCULTURELLE DE LA POLITESSE LINGUISTIQUE: PROBLMES THEORIQUES ET ETUDE DE CAS;FRANCES;PORTUGUES;CORTEZ,;SAO PAULO;BRASIL;-;381;-;-;-;978-85-249-25;IMPRESSO;-;-;0
33078017007P5;LINGISTICA;UNICSUL;UNIVERSIDADE CRUZEIRO DO SUL;2017;22452963;2;21;LIVRO;RUTH AMOSSY;APOLOGIE DE LA POLEMIQUE;FRANCES;PORTUGUES;CONTEXTO;SAO PAULO;BRASIL;1;224;1;1;1;9788552000242;IMPRESSO;-;-;0
15002012006P7;SAUDE E PRODUCAO ANIMAL NA AMAZONIA;UFRA;UNIVERSIDADE FEDERAL RURAL DA AMAZONIA;2017;22457234;2;21;LIVRO;CARLOS LOPEZ PLANA ET AL.;ATLAS DE LOS MUSCULOS DEL PERRO I E ATLAS DE LOS MUSCULOS DEL PERRO II;ESPANHOL;PORTUGUES;EDITORA UFRA;BELEM;BRASIL;1;248;1;1;-;978-857295-138-8;MEIO DIGITAL;HTTP://WWW.ANATOMIAVETERINARIA-UAB-UFRA.COM/;"RESULTOU NO TRABALHO DE CONCLUSAO DE CURSO DE GRADUACAO EM MEDICINA VETERINARIA DA UFRA DO DISCENTE THYAGO HABNER DE SOUZA PEREIRA ""TRADUCAO (ESPANHOL-PORTUGUES) DE ATLAS VIRTUAL PARA O ENSINO DA MORFOLOGIA DESCRITIVA DA MUSCULATURA CANINA"".";0
41002016026P1;PROFARTES;UDESC;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;2017;22462064;2;21;ARTIGO;DOMINGO HERNANDEZ SANCHEZ;EL DERECHO A LA COMPLICACION. IRONIA, JUEGO Y ESTRAAMIENTO;ESPANHOL;PORTUGUES;GRAMMA;RIO DE JANEIRO;BRASIL;1;28;1;1;1;9788559681741;IMPRESSO;-;-;0
41002016026P1;PROFARTES;UFU;UNIVERSIDADE FEDERAL DE UBERLANDIA;2017;22462100;2;21;ARTIGO;TERESA RALLI;EN EL ESCENARIO DEL MUNDO INTERIOR.;ESPANHOL;PORTUGUES;EDUFU;UBERLANDIA;BRASIL;1;16;1;0;1;9788570784063;MEIO DIGITAL;HTTP://WWW.EDUFU.UFU.BR/ATELIES-EM-ARTES-CENICAS-PRODUCAO-EXTENSAO-E-DIFUSAO-CULTURAL-V1;-;0
41002016026P1;PROFARTES;UDESC;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;2017;22462205;2;21;ARTIGO;KIRSTEN FINK-JENSEN;ASTONISHING PRACTICES: A TEACHING STRATEGY IN MUSIC TEACHER EDUCATION;INGLES;PORTUGUES;ASHGATE;FARNHAM;BRASIL;1;15;-;-;-;9781409441113;MEIO DIGITAL;HTTP://WWW.REVISTAS.UDESC.BR/INDEX.PHP/ORFEU/ARTICLE/VIEW/11210;-;0
41002016026P1;PROFARTES;UFPB-JP;UNIVERSIDADE FEDERAL DA PARAIBA ( JOAO PESSOA );2017;22462302;2;21;ARTIGO;ALAIN CHEVALIER;UN TERRITOIRE ARTISTIQUE EN NO MAN?S LAND: LE THEATRE UNIVERSITAIRE DE PRATIQUE AMATEUR;BRETAO;PORTUGUES;MORINGA ARTES DO ESPETACULO - UNIVERSIDADE FEDERAL DA PARAIBA;JOAO PESSOA;BRASIL;2;10;8;-;-;2177-8841;MEIO DIGITAL;HTTP://PERIODICOS.UFPB.BR/OJS2/INDEX.PHP/MORINGA/ARTICLE/VIEW/37777;-;0
41002016026P1;PROFARTES;UDESC;UNIVERSIDADE DO ESTADO DE SANTA CATARINA;2017;22462304;2;21;ARTIGO;ASHLEY LUCAS;UMA CONVERSA SOBRE ARTE E TEATRO NAS PRISOES COM ASHLEY LUCAS;INGLES;PORTUGUES;URDIMENTO;FLORIANOPOLIS;BRASIL;29;9;2;-;-;1414-5731;MEIO DIGITAL;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22469754;2;21;ARTIGO;ALEKSANDRA KOLLONTAI;;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;4;-;-;-;9,788,575,595,381.00;IMPRESSO;-;O ARTIGO INTEGRA, COM OUTROS, O LIVRO A REVOLUCAO DAS MULHERES, ORGANIZADO POR GRAZIELA SCHNEIDER.;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22469759;2;21;ARTIGO;INESSA ARMAND;"O PARTIDO COMUNISTA E A TRABALHADORA, A TRABALHADORA NO COMBATE A CONT";OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;1;273;1;-;-;9,788,575,595,377.00;IMPRESSO;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22469760;2;21;ARTIGO;INESSA ARMAND;"A TRABALHADORA E O CONGRESSO DE MULHERES DE TODA A RUSSIA, O PARTIDO COMUNISTA E A TRABALHADORA, ENTRE OUTROS.";OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;1;273;1;-;-;9,788,575,595,377.00;IMPRESSO;-;A OBRA REUNE UM CONJUNTO DE MATERIAL IMPRESSO DIVERSIFICADO DE PRODUCAO FEMININA SOBRE ASSUNTOS REVOLUCIONARIOS E EMANCIPACAO FEMININA. ALEM DOS TITULOS MENCIONADOS ACIMA DA AUTORA TRADUZIDA POR MIM, AIN;0
33004048018P5;HISTORIA;UNESP-ASSIS;UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO ( ASSIS );2017;22470027;2;21;OUTRA;CLIFFORD GEERTZ;ALAN MACFARLANE INTERVIEW WITH CLIFFORD GEERTZ - PART I;INGLES;PORTUGUES;NAO TEM;NAO TEM;BRASIL;-;-;-;-;-;-;FILME;HTTPS://WWW.YOUTUBE.COM/WATCH?V=NITYABGLTKG&T=83S;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470572;2;21;ARTIGO;SILVIA FEDERICI;CALIBAN AND THE WITCH;INGLES;PORTUGUES;ELEFANTE;SAO PAULO;BRASIL;-;460;-;-;-;-;IMPRESSO;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470578;2;21;ARTIGO;IVAN BUNIN;;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;15;-;-;-;9,788,575,595,718.00;IMPRESSO;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470587;2;21;ARTIGO;ALEKSANDR VORONSKI;. .;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;5;-;-;-;-;IMPRESSO;-;O ARTIGO INTEGRA O LIVRO ESCRITOS DE OUTUBRO, ORGANIZADO POR BRUNO GOMIDE.;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470609;2;21;ARTIGO;ISAAC BABEL;;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;3;-;-;-;-;IMPRESSO;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470611;2;21;ARTIGO;ALEKSANDRA KOLLONTAI;!;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;-;-;-;-;9,788,575,595,381.00;IMPRESSO;-;O ARTIGO INTEGRA, COM OUTROS, O LIVRO A REVOLUCAO DAS MULHERES, ORGANIZADO POR GRAZIELA SCHNEIDER.;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470618;2;21;ARTIGO;ALEKSANDRA KOLLONTAI;;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;4;-;-;-;-;IMPRESSO;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470622;2;21;ARTIGO;ISAAC BABEL;;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;3;-;-;-;9,788,575,595,718.0;IMPRESSO;-;O ARTIGO INTEGRA O LIVRO ESCRITOS DE OUTUBRO, ORGANIZADO POR BRUNO GOMIDE.;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470633;2;21;ARTIGO;ISAAC BABEL;;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;3;-;-;-;9,788,575,595,718.00;IMPRESSO;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470643;2;21;LIVRO;FIODOR MIKHAILOVITCH DOSTOIEVSKI;POLZUNKOV;RUSSO;PORTUGUES;EDITORA 34;SAO PAULO;BRASIL;1;552;1;-;-;9788573266573;IMPRESSO;-;-;0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470644;2;21;OUTRA;VLADIMIR MAIAKOVSKI;SOBIRAITIE ISTORIIU;RUSSO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;1;3;-;-;-;9788575595718;IMPRESSO;-;IN: ESCRITOS DE OUTUBRO (ORG. BRUNO BARRETTO GOMIDE);0
33002010184P3;LITERATURA E CULTURA RUSSA;USP;UNIVERSIDADE DE SAO PAULO;2017;22470648;2;21;ARTIGO;IURI TYNIANOV;, ,;OUTRO;PORTUGUES;BOITEMPO;SAO PAULO;BRASIL;-;4;-;-;-;-;IMPRESSO;-;-;0
