CD_PROGRAMA_IES;NM_PROGRAMA_IES;SG_ENTIDADE_ENSINO;NM_ENTIDADE_ENSINO;AN_BASE_PRODUCAO;ID_ADD_PRODUCAO_INTELECTUAL;ID_TIPO_PRODUCAO;ID_SUBTIPO_PRODUCAO;DS_NATUREZA;NM_EDITORA;NM_CIDADE;NM_PAIS;DS_IDIOMA;NR_PAGINAS;DS_ISBN_ISSN;DS_DIVULGACAO;DS_URL;DS_OBSERVACOES;IN_GLOSA
33002010003P9;ENSINO DE CIENCIAS (MODALIDADES FISICA, QUIMICA E BIOLOGIA);USP;UNIVERSIDADE DE SAO PAULO;2017;23303785;2;10;EDICAO DE PERIODICO;ABFHIB;SAO PAULO;BRASIL;PORTUGUES;20;1982-1026;MEIO DIGITAL;HTTP://WWW.ABFHIB.ORG/BOLETIM/BOLETIM-HFB-11-N2-JUN-2017.PDF;-;0
33002010003P9;ENSINO DE CIENCIAS (MODALIDADES FISICA, QUIMICA E BIOLOGIA);USP;UNIVERSIDADE DE SAO PAULO;2017;23303843;2;10;EDITORIAL;SOCIEDADE BRASILEIRA DE QUIMICA;SAO PAULO;BRASIL;PORTUGUES;1;2175-2699;MEIO DIGITAL;HTTP://QNESC.SBQ.ORG.BR/ONLINE/QNESC39_3/02-EDITORIAL-39-3.PDF;-;0
33002010003P9;ENSINO DE CIENCIAS (MODALIDADES FISICA, QUIMICA E BIOLOGIA);USP;UNIVERSIDADE DE SAO PAULO;2017;23303875;2;10;EDICAO DE PERIODICO;ABFHIB;SAO PAULO;BRASIL;PORTUGUES;248;1983-053X;MEIO DIGITAL;HTTP://WWW.ABFHIB.ORG/FHB/FHB-V12-N1.HTML;-;0
33002010003P9;ENSINO DE CIENCIAS (MODALIDADES FISICA, QUIMICA E BIOLOGIA);USP;UNIVERSIDADE DE SAO PAULO;2017;23304006;2;10;EDITORIAL;SOCIEDADE BRASILEIRA DE QUIMICA;SAO PAULO, SP;BRASIL;PORTUGUES;1;2175-2699;MEIO DIGITAL;HTTP://QNESC.SBQ.ORG.BR/ONLINE/QNESC39_4/02-EDITORIAL-39-4.PDF;-;0
33002010003P9;ENSINO DE CIENCIAS (MODALIDADES FISICA, QUIMICA E BIOLOGIA);USP;UNIVERSIDADE DE SAO PAULO;2017;23304029;2;10;EDITORIAL;SOCIEDADE BRASILEIRA DE QUIMICA;SAO PAULO, SP;BRASIL;PORTUGUES;1;2175-2699;MEIO DIGITAL;HTTP://QNESC.SBQ.ORG.BR/ONLINE/QNESC39_1/02-EDITORIAL-39-1.PDF;-;0
33002010003P9;ENSINO DE CIENCIAS (MODALIDADES FISICA, QUIMICA E BIOLOGIA);USP;UNIVERSIDADE DE SAO PAULO;2017;23304030;2;10;EDITORIAL;SOCIEDADE BRASILEIRA DE QUIMICA;SAO PAULO, SP;BRASIL;PORTUGUES;1;2175-2699;MEIO DIGITAL;HTTP://QNESC.SBQ.ORG.BR/ONLINE/QNESC39_2/02-EDITORIAL-39-2.PDF;-;0
28001010064P0;DIFUSAO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;2017;23304457;2;10;MATERIAL DIDATICO PARA O CURSO DE BIBLIOTECONOMIA EAD CONVENIO CAPES/UFRJ;BRASILIA;BIBEAD/UFRJ;BRASIL;PORTUGUES;100;000000000000;MEIO DIGITAL;HTTP://WWW.BIBEAD.UFRJ.BR/;-;0
28001010064P0;DIFUSAO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;2017;23304496;2;10;EMISSAO DE PARECER;EDUFBA;SALVADOR-BA;BRASIL;PORTUGUES;131;-;IMPRESSO;-;-;0
28001010064P0;DIFUSAO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;2017;23304505;2;10;CAPITULO DE LIVRO;CRV, 2017, V. 1, P. 1-291.;CURITIBA;BRASIL;PORTUGUES;-;9788544415931;IMPRESSO;-;-;0
28001010064P0;DIFUSAO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;2017;23304546;2;10;ORGANIZACAO DE LIVRO;EDIFBA;SALVADOR;BRASIL;PORTUGUES;344;9788567562179;VARIOS;HTTP://WWW.PRPGI.IFBA.EDU.BR/WP-CONTENT/UPLOADS/MEMORIAS_EDUCACAO_IFBA.PDF;-;0
28001010064P0;DIFUSAO DO CONHECIMENTO IFBA - SENAI/CIMATEC - LNCC - UNEB - UEFS;UFBA;UNIVERSIDADE FEDERAL DA BAHIA;2017;23304665;2;10;LIVRO;SPRINGER;-;BRASIL;PORTUGUES;-;-;MEIO MAGNETICO;-;-;0
33002010227P4;HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES;USP;UNIVERSIDADE DE SAO PAULO;2017;23304787;2;10;RESENHA ACADEMICA;FIOCRUZ;RIO DE JANEIRO;BRASIL;PORTUGUES;8;2316-9141;IMPRESSO;-;-;0
33002010227P4;HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES;USP;UNIVERSIDADE DE SAO PAULO;2017;23304809;2;10;FRAGMENTOS;DIVERSITAS;SAO PAULO;BRASIL;PORTUGUES;2;-;MEIO DIGITAL;HTTP://DIVERSITAS.FFLCH.USP.BR/SITES/DIVERSITAS.FFLCH.USP.BR/FILES/4.%20JOS%C3%A9%20CARLOS%20SEBE%20BOM%20MEIHY.%20BYE,%20BYE%20BRASIL...PDF;PUBLICACAO DO DIVERSITAS - NUCLEO DE ESTUDOS DAS DIVERSIDADES, INTOLERANCIAS E CONFLITOS DEDICADA AOS DEBATES SOBRE O TEMPO PRESENTE, ABRANGENDO PESQUISAS, ARTES, POLITICA, HUMANIDADES.;0
33002010227P4;HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES;USP;UNIVERSIDADE DE SAO PAULO;2017;23304833;2;10;FRAGMENTOS;DIVERSITAS;SAO PAULO;BRASIL;PORTUGUES;4;-;MEIO DIGITAL;HTTP://DIVERSITAS.FFLCH.USP.BR/SITES/DIVERSITAS.FFLCH.USP.BR/FILES/8.%20TEREZA%20DE%20FATIMA%20MASCARIN%20-%20CONSTRU%C3%A7%C3%A3O%20DA%20MEM%C3%B3RIA%20VALONGO%20E%20VALORES%20HUMANOS.PDF;PUBLICACAO DO DIVERSITAS - NUCLEO DE ESTUDOS DAS DIVERSIDADES, INTOLERANCIAS E CONFLITOS DEDICADA AOS DEBATES SOBRE O TEMPO PRESENTE, ABRANGENDO PESQUISAS, ARTES, POLITICA, HUMANIDADES.;0
33002010227P4;HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES;USP;UNIVERSIDADE DE SAO PAULO;2017;23304892;2;10;EDITORIAL;REVISTA FORUM DE CIENCIAS CRIMINAIS;BELO HORIZONTE;BRASIL;PORTUGUES;4;-;IMPRESSO;-;-;0
33002010227P4;HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES;USP;UNIVERSIDADE DE SAO PAULO;2017;23304930;2;10;FRAGMENTOS;DIVERSITAS;SAO PAULO - SP;BRASIL;PORTUGUES;3;-;MEIO DIGITAL;HTTP://DIVERSITAS.FFLCH.USP.BR/SITES/DIVERSITAS.FFLCH.SP.BR/FILES/1.%20ANTONIO%20RIBEIRO%20DE%20ALMEIDA%20JR.%20IMPASSES%20DA%20DEMOCRACIA_0.PDF;-;0
33002010227P4;HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES;USP;UNIVERSIDADE DE SAO PAULO;2017;23305071;2;10;FRAGMENTOS;DIVERSITAS;SAO PAULO;BRASIL;PORTUGUES;3;-;MEIO DIGITAL;HTTP://DIVERSITAS.FFLCH.USP.BR/SITES/DIVERSITAS.FFLCH.USP.BR/FILES/5.%20MARGARIDA%20MARIA%20MOURA.%20REFLETINDO%20SOBRE%20UM%20MOSAICO%20DE%20VULNERABILIDADES%20(1).PDF;PUBLICACAO DO DIVERSITAS - NUCLEO DE ESTUDOS DAS DIVERSIDADES, INTOLERANCIAS E CONFLITOS DEDICADA AOS DEBATES SOBRE O TEMPO PRESENTE, ABRANGENDO PESQUISAS, ARTES, POLITICA, HUMANIDADES.;0
33002010227P4;HUMANIDADES, DIREITOS E OUTRAS LEGITIMIDADES;USP;UNIVERSIDADE DE SAO PAULO;2017;23305118;2;10;FRAGMENTOS;DIVERSITAS;SAO PAULO - SP;BRASIL;PORTUGUES;3;-;MEIO DIGITAL;HTTP://DIVERSITAS.FFLCH.USP.BR/SITES/DIVERSITAS.FFLCH.USP.BR/FILES/6.%20ANTONIO%20RIBEIRO%20DE%20ALMEIDA%20JR%20-%20TENS%C3%B5ES%20NADA%20DIPLOM%C3%A1TICAS.PDF;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305176;2;10;CITACAO/ CATALOGO DE EXPOSICAO COLETIVA;PERFIL CULTURAL;-;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305182;2;10;TEXTO PARA CATALOGO DE EXPOSICAO;PINACOTECA DE SAO PAULO;SAO PAULO;BRASIL;PORTUGUES;35;9788582560891;IMPRESSO;-;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305254;2;10;ENSAIO PUBLICADO ONLINE;NAO HA (SITE DO ARTISTA PERNAMBUCANO GIL VICENTE);RECIFE;BRASIL;PORTUGUES;-;-;VARIOS;HTTP://GILVICENTE.COM.BR/DOWNLOAD/RELATORIO_FUNCULTURA_GIL_VICENTE_2016-17_WEB.PDF;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305264;2;10;ORGANIZACAO DE DOSSIE - REVISTA ARS;PROGRAMA DE POS-GRADUACAO EM ARTES VISUAIS;SAO PAULO;BRASIL;PORTUGUES;300;1678-5320;VARIOS;HTTPS://WWW.REVISTAS.USP.BR/ARS/ISSUE/VIEW/10255/SHOWTOC;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305352;2;10;CITACAO/ CATALOGO DE EXPOSICAO COLETIVA;PINACOTECA DE SAO PAULO;-;BRASIL;PORTUGUES;-;9788582560891;IMPRESSO;-;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305369;2;10;SELECAO E ORGANIZACAO DE PUBLICACAO DE ENSAIOS FOTOGRAFICOS;UNICAP UNIVERSIDADE CATOLICA DE PERNAMBUCO;RECIFE;BRASIL;PORTUGUES;8499;-;VARIOS;HTTP://WWW.UNICAP.BR/UNICAPHOTO/?P=82;SELECIONEI E ORGANIZEI A PUBLICACAO UNICAMENTE NAS PAGINAS ACIMA MENCIONADAS, REFERENTES A ENSAIOS FOTOGRAFICOS DOS MEUS ALUNOS EM CURSO DE EXTENSAO.;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305373;2;10;CITACAO/ CATALOGO DE EXPOSICAO COLETIVA;INSTITUTO TOMIE OHTAKE;-;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305374;2;10;TEXTO/ CATALOGO DE EXPOSICAO COLETIVA;INSTITUTO TOMIE OHTAKE;-;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305386;2;10;CITACAO/ CATALOGO DE EXPOSICAO COLETIVA;PHOENIX ART MUSEUM;-;ESTADOS UNIDOS;INGLES;-;-;IMPRESSO;-;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305408;2;10;CITACAO/ CATALOGO DE EXPOSICAO COLETIVA;HAMMER MUSEUM;-;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
33002010198P4;ARTES VISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23305430;2;10;TEXTO PARA CATOLOGO;MASP;SAO PAULO;BRASIL;PORTUGUES;128;9788531000232;IMPRESSO;-;-;0
50001019012P0;FISICA;UFMT;UNIVERSIDADE FEDERAL DE MATO GROSSO;2017;23305701;2;10;ARTIGO CIENTIFICO;ARXIV.ORG > QUANT-PH SUBMETIDO PARA OSA | OPTICS LETTERS;-;ESTADOS UNIDOS;INGLES;-;-;MEIO DIGITAL;HTTPS://ARXIV.ORG/ABS/1709.09677;-;0
42001013081P9;ENSINO DE MATEMATICA;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;23306497;2;10;EDITORIAL;EDITORA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;-;-;PORTUGUES;-;-;MEIO DIGITAL;-;-;0
42001013081P9;ENSINO DE MATEMATICA;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;23306504;2;10;ARTIGO EM LIVRO MIDIAS DIGITAIS E MATEMATICA RELATOS DA SALA DE AULA;CHA COM NOZES;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23306943;2;10;ENSAIO PUBLICADO NA REVISTA ESCUTA;(S/ EDITORA);-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://REVISTAESCUTA.WORDPRESS.COM/2016/12/13/A-GUINADA-NEOLIBERAL-ESTELIONATO-ELEITORAL-OU-ELITISMO-DEMOCRATICO/;-;0
42001013171P8;ENSINO DE MATEMATICA;UFRGS;UNIVERSIDADE FEDERAL DO RIO GRANDE DO SUL;2017;23307005;2;10;PREFACIO;EDITORA DA UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307036;2;10;TEXTO DE APRESENTACAO DE REVISTA;ECA/USP;SAO PAULO;BRASIL;PORTUGUES;02;2238-7714;HIPERTEXTO;HTTPS://WWW.REVISTAS.USP.BR/NOVOSOLHARES/ARTICLE/VIEW/140496/137038;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307037;2;10;TEXTO DE APRESENTACAO DE REVISTA;ECA/USP;SAO PAULO;BRASIL;PORTUGUES;02;2238-7714;HIPERTEXTO;HTTPS://WWW.REVISTAS.USP.BR/NOVOSOLHARES/ARTICLE/VIEW/135040/132686;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307119;2;10;TEXTO EM BLOG;CENTRO DE CRITICA DE MIDIA (PUC MINAS);BELO HORIZONTE (MG);BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://CCMPUCMINAS.COM/2017/05/19/CRITICA-DE-MIDIA-E-ARTE-URBANA-MANIFESTACOES-CULTURAIS-E-VISIBILIDADES-PERIFERICAS-2/;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307175;2;10;ARTIGO EM CATALOGO;"EL RENO FITAS; MAR DE MORROS";BELO HORIZONTE;-;PORTUGUES;-;-;VARIOS;HTTPS://ESCOLACIDADEABERTA.WORDPRESS.COM/CATALOGO/;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307189;2;10;REVISTA CIENTIFICA;PPGMPA-USP;SAO PAULO;BRASIL;PORTUGUES;3;2316-7114;MEIO DIGITAL;WWW.SIGNIFICACAO/REVISTAS.USP.BR;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307200;2;10;ENTREVISTA;PPGMPA - ECA/USP;SAO PAULO;-;PORTUGUES;13;2238-7714;MEIO DIGITAL;HTTP://WWW.REVISTAS.USP.BR/NOVOSOLHARES/ARTICLE/VIEW/131683;"AUTORES SECUNDARIOS: EDUARDO VICENTE; DAVID KING DUNAWAY";0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307230;2;10;EDITORIAL;ECA-USP/MIDIATO;SAO PAULO (SP);BRASIL;PORTUGUES;358;1982-677X;MEIO DIGITAL;WWW.REVISTAS.USP.BR/RUMORES;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307243;2;10;EDITORIAL;ECA-USP/MIDIATO;SAO PAULO (SP);BRASIL;PORTUGUES;317;1982-677X;MEIO DIGITAL;WWW.REVISTAS.USP.BR/RUMORES;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307268;2;10;CAPITULO DE CATALOGO DO 39.O FESTIVAL DU CINEMA DU REEL - FRANCA;CNRS IMAGES/ COMITE DU FILM ETHNOGRAPHIQUE;PARIS;FRANCA;FRANCES;4;1964-9142;IMPRESSO;-;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307277;2;10;CATALOGO;BARROCA;GOIANIA;-;PORTUGUES;7;978-85-93714-00-9;IMPRESSO;-;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307290;2;10;CAPITULO DE LIVRO;EDICOES A23;-;-;PORTUGUES;-;-;IMPRESSO;-;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307416;2;10;ENTREVISTA;ECA-USP;SAO PAULO (SP);BRASIL;PORTUGUES;258;1982-8160;MEIO DIGITAL;WWW.REVISTAS.USP.BR/MATRIZES;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307433;2;10;RESENHA;REVISTA GALAXIA;-;BRASIL;PORTUGUES;4;1982-2553;MEIO DIGITAL;HTTP://DX.DOI.ORG/10.1590/1982-2554201730041;-;0
33002010212P7;MEIOS E PROCESSOS AUDIOVISUAIS;USP;UNIVERSIDADE DE SAO PAULO;2017;23307464;2;10;CAPA;UNIVERSIDADE CATOLICA DE BRASILIA;1 EDICAO;BRASIL;PORTUGUES;272;-;IMPRESSO;-;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307511;2;10;ENSAIO PUBLICADO NA REVISTA ESCUTA;(S/ EDITORA);-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://REVISTAESCUTA.WORDPRESS.COM/2017/02/24/ESCUTA-ESPECIAL-CONJUNTURA-A-REFORMA-DA-PREVIDENCIA-E-OS-PRESTIDIGITADORES-DE-1988/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307512;2;10;ENSAIO PUBLICADO NO PORTAL A VACA VOADORA;A VACA VOADORA;LISBOA;PORTUGAL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://AVACAVOADORA.PT/SOBRE-NOS/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307518;2;10;ENSAIO PUBLICADO NO PORTAL A VACA VOADORA;A VACA VOADORA;LISBOA;PORTUGAL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://AVACAVOADORA.PT/SOBRE-NOS/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307593;2;10;ORGANIZACAO DE DOSSIE EM PERIODICO CIENTIFICO;REVISTA DA ABET;SAO PAULO;BRASIL;PORTUGUES;158;16792483;VARIOS;HTTP://PERIODICOS.UFPB.BR/INDEX.PHP/ABET/ISSUE/VIEW/2018/SHOWTOC;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307611;2;10;ENSAIO PUBLICADO NO PORTAL A VACA VOADORA;A VACA VOADORA;LISBOA;PORTUGAL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://AVACAVOADORA.PT/ESTELIONATO-ELEITORAL-E-GUINADA-AUSTERITARIA-NO-BRASIL-1-2-LEGITIMIDADE-DEMOCRATICA/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307662;2;10;ENSAIO PUBLICADO NA REVISTA ESCUTA;(S/ EDITORA);-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://REVISTAESCUTA.WORDPRESS.COM/2017/04/08/MOINHOS-DE-VENTO/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307663;2;10;ENSAIO PUBLICADO NO PORTAL A VACA VOADORA;A VACA VOADORA;LISBOA;PORTUGAL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://AVACAVOADORA.PT/SOBRE-NOS/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307678;2;10;ENSAIO PUBLICADO NA REVISTA ESCUTA;(S/ EDITORA);-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://REVISTAESCUTA.WORDPRESS.COM/2016/11/10/O-ANO-DO-CAPIROTO-AS-ELEICOES-ESTADUNIDENSES-OBSERVADAS-DO-BRASIL/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307764;2;10;ENSAIO PUBLICADO NO PORTAL A VACA VOADORA;A VACA VOADORA;LISBOA;PORTUGAL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://AVACAVOADORA.PT/PRIMEIRO-ARGUMENTO-A-FALACIA-DA-INSOLVENCIA/;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307775;2;10;PARECER;ISER;RIO DE JANEIRO;BRASIL;BRETAO;1;01008587;IMPRESSO;-;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307783;2;10;PARECER;UNIVERSIDADE DO VALE DO RIO DOS SINOS EDITORIA DE PERIODICOS CIENTIFICOS;SAO LEOPOLDO, RS;BRASIL;PORTUGUES;1;2177-6229;IMPRESSO;-;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307785;2;10;PARECER;EDUR;RIO DE JANEIRO;BRASIL;BRETAO;1;2359-3245;MEIO DIGITAL;-;-;0
31002013025P7;CIENCIAS SOCIAIS;UFRRJ;UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO;2017;23307790;2;10;ENSAIO PUBLICADO NO PORTAL A VACA VOADORA;A VACA VOADORA;LISBOA;PORTUGAL;PORTUGUES;-;-;MEIO DIGITAL;HTTP://AVACAVOADORA.PT/SEGUNDO-ARGUMENTO-OS-PRESTIDIGITADORES-DE-1988/;-;0
42006015003P0;LETRAS;UCPEL;UNIVERSIDADE CATOLICA DE PELOTAS;2017;23308719;2;10;COMISSAO AVALIADORA - PARECERISTA;UFRPE;RECIFE;BRASIL;PORTUGUES;-;-;VARIOS;-;-;0
42006015003P0;LETRAS;UCPEL;UNIVERSIDADE CATOLICA DE PELOTAS;2017;23308720;2;10;COMISSAO AVALIADORA - PARECERISTA;UFRPE;RECIFE;BRASIL;PORTUGUES;-;-;IMPRESSO;-;-;0
42006015003P0;LETRAS;UCPEL;UNIVERSIDADE CATOLICA DE PELOTAS;2017;23308766;2;10;EDITORIAL;UCPEL;PELOTAS;BRASIL;PORTUGUES;282;1415-1918;MEIO DIGITAL;HTTP://WWW.RLE.UCPEL.TCHE.BR/INDEX.PHP/RLE/ISSUE/VIEW/117;-;0
33002045014P7;ARQUITETURA E URBANISMO;USP/SC;UNIVERSIDADE DE SAO PAULO ( SAO CARLOS );2017;23309563;2;10;EDITORIAL;IAU;SAO CARLOS;BRASIL;PORTUGUES;2;1984-4506;VARIOS;-;-;0
40006018020P6;TECNOLOGIA DE PROCESSOS QUIMICOS E BIOQUIMICOS;UTFPR;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;2017;23309950;2;10;PREPRINT NO ARXIV;CONELL UNIVERSITY LIBRARY;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://ARXIV.ORG/ABS/1704.08610;-;0
40006018020P6;TECNOLOGIA DE PROCESSOS QUIMICOS E BIOQUIMICOS;UTFPR;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;2017;23310004;2;10;PREPRINT NO ARXIV;PHYSICS AND SOCIETY;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://ARXIV.ORG/ABS/1710.01064;-;0
40006018020P6;TECNOLOGIA DE PROCESSOS QUIMICOS E BIOQUIMICOS;UTFPR;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;2017;23310015;2;10;PREPRINT NO ARXIV;MATERIALS SCIENCE;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://ARXIV.ORG/ABS/1703.10885;-;0
40006018020P6;TECNOLOGIA DE PROCESSOS QUIMICOS E BIOQUIMICOS;UTFPR;UNIVERSIDADE TECNOLOGICA FEDERAL DO PARANA;2017;23310073;2;10;PREPRINT NO ARXIV;PREPRINT NO ARXIV;-;BRASIL;PORTUGUES;-;-;MEIO DIGITAL;HTTPS://ARXIV.ORG/ABS/1710.05957;-;0
30001013024P1;ARTES;UFES;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;2017;23310136;2;10;CARTILHA;PROEX/UFES;VITORIA;BRASIL;PORTUGUES;40;-;VARIOS;-;-;0
30001013024P1;ARTES;UFES;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;2017;23310183;2;10;APRESENTACAO DE EXPOSICAO DE ARTE INDIVIDUAL.;PREFEITURA MUNICIPAL DE VITORIA.;VITORIA, ES.;BRASIL;PORTUGUES;14;-;VARIOS;-;"PALAVRAS-CHAVE: DESENHO; CURADORIA; INSTALACAO; PERFORMANCE; PROCESSOS FORMATIVOS.";0
30001013024P1;ARTES;UFES;UNIVERSIDADE FEDERAL DO ESPIRITO SANTO;2017;23310216;2;10;APRESENTACAO DE REVISTA;CENTRO DE ARTES - UFES;VITORIA - ES;BRASIL;PORTUGUES;7;1517-7858;MEIO DIGITAL;HTTP://PERIODICOS.UFES.BR/FAROL/ARTICLE/VIEW/17176;PREFACIO, POSFACIO/APRESENTACAO;0
